© 2000-2022 QIAGEN. All rights reserved.

Expr Log Ratio	Expr False Discovery Rate (q-value)	ID	Flags	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
0.063	8.43E-01	Abhd17c	 	ABHD17C	abhydrolase domain containing 17C, depalmitoylase	Plasma Membrane	enzyme	 	
-0.119	6.39E-01	Abhd2	 	ABHD2	abhydrolase domain containing 2, acylglycerol lipase	Cytoplasm	enzyme	 	
-0.290	2.38E-01	Abhd4	 	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B	Cytoplasm	peptidase	 	
0.039	8.95E-01	Abhd5	 	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	Cytoplasm	enzyme	 	
0.427	5.95E-02	Abhd6	 	ABHD6	abhydrolase domain containing 6, acylglycerol lipase	Cytoplasm	enzyme	 	
-0.383	3.40E-03	Abhd8	 	ABHD8	abhydrolase domain containing 8	Cytoplasm	enzyme	 	
-0.173	1.54E-01	Abi1	 	ABI1	abl interactor 1	Cytoplasm	other	 	
-0.020	9.22E-01	Abi2	 	ABI2	abl interactor 2	Cytoplasm	other	 	
0.358	1.13E-02	Abi3	 	ABI3	ABI family member 3	Plasma Membrane	other	 	
0.052	7.44E-01	Abl1	 	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	Nucleus	kinase	HQP1351, temozolomide, filgrastim/imatinib, imatinib/sunitinib, cytarabine/imatinib/methotrexate, hydrocortisone/imatinib, dasatinib/nilotinib, HG-7-85-01, ponatinib, imatinib, saracatinib, imatinib/rituximab, dexamethasone/ponatinib/vincristine, imatinib/nilotinib/pegintron, L-asparaginase/dexamethasone/imatinib/vincristine, corticosteroid/ponatinib, L-asparaginase/daunorubicin/dexamethasone/imatinib/vincristine, L-asparaginase/daunorubicin/imatinib/prednisone/vincristine, nilotinib/rituximab, umbralisib, imatinib/nilotinib, GNF-5, L-asparaginase/imatinib/prednisone/vincristine, bosutinib/ponatinib, bosutinib, etoposide/imatinib/mitoxantrone, cyclophosphamide/daunorubicin/imatinib/prednisolone/vincristine, blinatumomab/imatinib, bosutinib/imatinib, L-asparaginase/cytarabine/imatinib, dasatinib, dexamethasone/imatinib/vincristine, corticosteroid/imatinib, imatinib/inotuzumab ozogamicin, cytarabine/filgrastim/fludarabine phosphate/imatinib, PP-121, clofarabine/cyclophosphamide/etoposide/imatinib, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, regorafenib, ABL1 inhibitor, ZM 306416, imatinib/thioguanine, nilotinib, cytarabine/imatinib, bosutinib/rituximab, cytarabine/dexamethasone/imatinib/methotrexate, dexamethasone/imatinib, cytarabine/idarubicin/imatinib, imatinib/peginterferon alfa-2a, bosutinib/hydroxyurea/ponatinib, SKLB1028, cytarabine/etoposide/imatinib/mitoxantrone, decitabine/imatinib, imatinib/prednisone, regorafenib/sunitinib, KW 2449, ponatinib/rituximab, imatinib/sirolimus	
0.471	1.11E-01	Abl2	 	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	Cytoplasm	kinase	nilotinib, dasatinib	
-0.672	1.04E-04	Ablim1	 	ABLIM1	actin binding LIM protein 1	Cytoplasm	other	 	
-0.455	6.63E-01	Ablim2	 	ABLIM2	actin binding LIM protein family member 2	Cytoplasm	other	 	
-0.408	8.15E-03	Abr	 	ABR	ABR activator of RhoGEF and GTPase	Cytoplasm	other	 	
-0.080	6.29E-01	Abracl	 	ABRACL	ABRA C-terminal like	Other	other	 	
0.201	1.72E-01	Abt1	 	ABT1	activator of basal transcription 1	Nucleus	transcription regulator	 	
-0.453	1.20E-02	Abtb1	 	ABTB1	ankyrin repeat and BTB domain containing 1	Cytoplasm	translation regulator	 	
-0.791	3.98E-05	Abtb2	 	ABTB2	ankyrin repeat and BTB domain containing 2	Nucleus	other	 	
-0.180	1.29E-01	Acaa1a	 	ACAA1	acetyl-CoA acyltransferase 1	Cytoplasm	enzyme	trimetazidine	
0.398	1.04E-02	Acaa2	 	ACAA2	acetyl-CoA acyltransferase 2	Cytoplasm	enzyme	 	
0.405	1.46E-01	Acaca	 	ACACA	acetyl-CoA carboxylase alpha	Cytoplasm	enzyme	 	
-0.247	4.76E-01	Acad10	 	ACAD10	acyl-CoA dehydrogenase family member 10	Cytoplasm	enzyme	 	
-0.075	7.94E-01	Acad11	 	ACAD11	acyl-CoA dehydrogenase family member 11	Cytoplasm	enzyme	 	
-0.049	8.49E-01	Acad8	 	ACAD8	acyl-CoA dehydrogenase family member 8	Cytoplasm	enzyme	 	
0.316	2.08E-02	Acad9	 	ACAD9	acyl-CoA dehydrogenase family member 9	Cytoplasm	enzyme	 	
0.349	2.45E-02	Acadl	 	ACADL	acyl-CoA dehydrogenase long chain	Cytoplasm	enzyme	 	
-0.068	7.67E-01	Acadm	 	ACADM	acyl-CoA dehydrogenase medium chain	Cytoplasm	enzyme	 	
-0.032	8.99E-01	Acads	 	ACADS	acyl-CoA dehydrogenase short chain	Cytoplasm	enzyme	 	
-0.242	5.63E-01	Acadsb	 	ACADSB	acyl-CoA dehydrogenase short/branched chain	Cytoplasm	enzyme	 	
0.323	1.06E-02	Acadvl	 	ACADVL	acyl-CoA dehydrogenase very long chain	Cytoplasm	enzyme	 	
-0.192	1.53E-01	Acap1	 	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	Plasma Membrane	other	 	
-0.299	8.66E-02	Acap2	 	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	Nucleus	other	 	
-0.017	9.53E-01	Acap3	 	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	Nucleus	transcription regulator	 	
0.175	8.78E-02	Acat1	 	ACAT1	acetyl-CoA acetyltransferase 1	Cytoplasm	enzyme	 	
0.091	6.83E-01	Acat2	 	ACAT2	acetyl-CoA acetyltransferase 2	Cytoplasm	enzyme	 	
-0.148	6.68E-01	Acbd3	 	ACBD3	acyl-CoA binding domain containing 3	Cytoplasm	other	 	
-0.597	2.15E-02	Acbd4	 	ACBD4	acyl-CoA binding domain containing 4	Other	other	 	
-0.302	1.53E-01	Acbd5	 	ACBD5	acyl-CoA binding domain containing 5	Nucleus	other	 	
0.071	7.85E-01	Acbd6	 	ACBD6	acyl-CoA binding domain containing 6	Cytoplasm	other	 	
-0.035	9.05E-01	Accs	 	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	Other	enzyme	 	
0.106	5.16E-01	Acd	 	ACD	ACD shelterin complex subunit and telomerase recruitment factor	Nucleus	other	 	
0.521	3.24E-01	Acer2	 	ACER2	alkaline ceramidase 2	Cytoplasm	enzyme	 	
-0.012	9.75E-01	Acer3	 	ACER3	alkaline ceramidase 3	Cytoplasm	enzyme	 	
0.040	7.73E-01	Acin1	 	ACIN1	apoptotic chromatin condensation inducer 1	Nucleus	enzyme	 	
0.078	6.82E-01	Acly	 	ACLY	ATP citrate lyase	Cytoplasm	enzyme	bempedoic acid/ezetimibe, bempedoic acid	
0.106	5.25E-01	Aco1	 	ACO1	aconitase 1	Cytoplasm	enzyme	 	
0.140	3.65E-01	Aco2	 	ACO2	aconitase 2	Cytoplasm	enzyme	 	
-1.246	2.99E-04	Acot11	 	ACOT11	acyl-CoA thioesterase 11	Cytoplasm	enzyme	 	
-0.136	4.57E-01	Acot13	 	ACOT13	acyl-CoA thioesterase 13	Cytoplasm	enzyme	 	
-0.370	1.55E-01	Acot2	 	ACOT2	acyl-CoA thioesterase 2	Cytoplasm	enzyme	 	
0.234	3.23E-01	Acot7	 	ACOT7	acyl-CoA thioesterase 7	Cytoplasm	enzyme	 	
-0.153	2.67E-01	Acot8	 	ACOT8	acyl-CoA thioesterase 8	Cytoplasm	enzyme	 	
-0.077	5.98E-01	Acot9	 	ACOT9	acyl-CoA thioesterase 9	Cytoplasm	enzyme	 	
-0.186	3.65E-01	Acox1	 	ACOX1	acyl-CoA oxidase 1	Cytoplasm	enzyme	 	
-0.374	4.21E-02	Acox3	 	ACOX3	acyl-CoA oxidase 3, pristanoyl	Cytoplasm	enzyme	 	
0.265	2.96E-02	Acp1	 	ACP1	acid phosphatase 1	Cytoplasm	phosphatase	 	
0.152	5.49E-01	Acp2	 	ACP2	acid phosphatase 2, lysosomal	Cytoplasm	phosphatase	 	
-0.598	2.69E-01	Acpp	 	ACP3	acid phosphatase 3	Extracellular Space	phosphatase	 	
-0.866	1.25E-05	Acp5	 	Acp5	acid phosphatase 5, tartrate resistant	Cytoplasm	phosphatase	 	
0.040	8.88E-01	Acp6	 	ACP6	acid phosphatase 6, lysophosphatidic	Cytoplasm	phosphatase	 	
-0.066	9.07E-01	Acrbp	 	ACRBP	acrosin binding protein	Extracellular Space	other	 	
-1.263	1.33E-02	Acsbg1	 	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Cytoplasm	enzyme	 	
-1.004	4.26E-02	Acsf2	 	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
0.226	3.74E-01	Acsf3	 	ACSF3	acyl-CoA synthetase family member 3	Cytoplasm	enzyme	 	
0.017	9.69E-01	Acsl1	 	ACSL1	acyl-CoA synthetase long chain family member 1	Cytoplasm	enzyme	 	
-0.435	1.66E-01	Acsl3	 	ACSL3	acyl-CoA synthetase long chain family member 3	Cytoplasm	enzyme	 	
0.234	2.00E-01	Acsl4	 	ACSL4	acyl-CoA synthetase long chain family member 4	Cytoplasm	enzyme	 	
0.109	4.16E-01	Acsl5	 	ACSL5	acyl-CoA synthetase long chain family member 5	Cytoplasm	enzyme	 	
-1.830	7.03E-05	Acss1	 	ACSS1	acyl-CoA synthetase short chain family member 1	Cytoplasm	enzyme	 	
-0.085	7.50E-01	Acss2	 	ACSS2	acyl-CoA synthetase short chain family member 2	Cytoplasm	enzyme	 	
-0.043	9.49E-01	Acta2	 	ACTA2	actin alpha 2, smooth muscle	Cytoplasm	other	 	
-0.023	8.88E-01	Actb	 	ACTB	actin beta	Cytoplasm	other	 	
0.147	3.29E-01	Actg1	 	ACTG1	actin gamma 1	Cytoplasm	other	 	
1.394	6.29E-02	Actg2	 	ACTG2	actin gamma 2, smooth muscle	Cytoplasm	other	 	
0.129	3.38E-01	Actl6a	 	ACTL6A	actin like 6A	Nucleus	other	 	
-0.158	2.34E-01	Actn1	 	ACTN1	actinin alpha 1	Cytoplasm	transcription regulator	 	
0.011	9.61E-01	Actn4	 	ACTN4	actinin alpha 4	Cytoplasm	transcription regulator	 	
-0.006	9.68E-01	Actr10	 	ACTR10	actin related protein 10	Cytoplasm	other	 	
-0.044	7.86E-01	Actr1a	 	ACTR1A	actin related protein 1A	Cytoplasm	other	 	
-0.003	9.79E-01	Actr1b	 	ACTR1B	actin related protein 1B	Cytoplasm	other	 	
0.009	9.57E-01	Actr2	 	ACTR2	actin related protein 2	Plasma Membrane	other	 	
-0.032	8.13E-01	Actr3	 	ACTR3	actin related protein 3	Plasma Membrane	other	 	
-0.243	5.51E-01	Actr5	 	ACTR5	actin related protein 5	Nucleus	other	 	
-0.249	9.21E-02	Actr6	 	ACTR6	actin related protein 6	Nucleus	transporter	 	
0.061	7.11E-01	Actr8	 	ACTR8	actin related protein 8	Nucleus	other	 	
-0.700	7.87E-02	Acvr1b	 	ACVR1B	activin A receptor type 1B	Plasma Membrane	kinase	SM1-71, SB-505124	
-0.462	3.39E-01	Acvr2a	 	ACVR2A	activin A receptor type 2A	Plasma Membrane	kinase	bimagrumab	
-1.717	3.98E-03	Acvrl1	 	ACVRL1	activin A receptor like type 1	Plasma Membrane	kinase	PF-3446962, panulisib, BMP type I receptor kinase inhibitor compound A, LDN-193189	
0.606	1.20E-02	Acy1	 	ACY1	aminoacylase 1	Cytoplasm	peptidase	 	
-0.235	3.02E-01	Acyp1	 	ACYP1	acylphosphatase 1	Cytoplasm	enzyme	 	
-0.639	1.84E-01	Acyp2	 	ACYP2	acylphosphatase 2	Cytoplasm	enzyme	 	
0.276	1.71E-01	Ada	 	ADA	adenosine deaminase	Cytoplasm	enzyme	cyclophosphamide/pentostatin/rituximab, pentostatin, alemtuzumab/pentostatin, aspirin/dipyridamole/telmisartan, pentostatin/recombinant interferon, vidarabine, pentostatin/rituximab, dipyridamole, aspirin/dipyridamole, adenosine deaminase inhibitor	
-0.037	9.24E-01	Adal	 	ADAL	adenosine deaminase like	Cytoplasm	enzyme	 	
0.006	9.69E-01	Adam10	 	ADAM10	ADAM metallopeptidase domain 10	Plasma Membrane	peptidase	 	
-4.482	4.17E-04	Adam12	 	ADAM12	ADAM metallopeptidase domain 12	Plasma Membrane	peptidase	 	
-0.236	4.00E-01	Adam15	 	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
-0.077	6.82E-01	Adam17	 	ADAM17	ADAM metallopeptidase domain 17	Plasma Membrane	peptidase	 	
-0.203	2.54E-01	Adam19	 	ADAM19	ADAM metallopeptidase domain 19	Plasma Membrane	peptidase	 	
-0.218	7.37E-01	Adam22	 	ADAM22	ADAM metallopeptidase domain 22	Plasma Membrane	peptidase	 	
-1.027	1.18E-01	Adam8	 	ADAM8	ADAM metallopeptidase domain 8	Plasma Membrane	peptidase	 	
-0.122	7.94E-01	Adam9	 	ADAM9	ADAM metallopeptidase domain 9	Plasma Membrane	peptidase	IMGC936	
-0.339	1.95E-02	Adamts10	 	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Extracellular Space	peptidase	 	
1.200	4.07E-01	Adamts20	 	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Extracellular Space	peptidase	 	
-0.183	7.20E-01	Adamts3	 	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	Extracellular Space	peptidase	 	
0.181	6.10E-01	Adamts6	 	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	Extracellular Space	peptidase	 	
-1.093	1.19E-01	Adamtsl4	 	ADAMTSL4	ADAMTS like 4	Extracellular Space	other	 	
-0.379	7.42E-02	Adap1	 	ADAP1	ArfGAP with dual PH domains 1	Nucleus	other	 	
-0.344	2.55E-02	Adar	 	ADAR	adenosine deaminase RNA specific	Nucleus	enzyme	 	
0.350	5.02E-01	Adarb1	 	ADARB1	adenosine deaminase RNA specific B1	Nucleus	enzyme	 	
0.595	1.19E-01	Adat1	 	ADAT1	adenosine deaminase tRNA specific 1	Other	enzyme	 	
0.289	4.56E-01	Adat2	 	ADAT2	adenosine deaminase tRNA specific 2	Nucleus	enzyme	 	
-0.497	2.71E-02	Adat3	 	ADAT3	adenosine deaminase tRNA specific 3	Nucleus	enzyme	 	
0.291	7.33E-02	Adck1	 	ADCK1	aarF domain containing kinase 1	Cytoplasm	kinase	 	
-0.383	2.59E-02	Adck2	 	ADCK2	aarF domain containing kinase 2	Cytoplasm	kinase	 	
0.261	1.05E-01	Adck5	 	ADCK5	aarF domain containing kinase 5	Cytoplasm	kinase	 	
-0.363	3.81E-01	Adcy3	 	ADCY3	adenylate cyclase 3	Plasma Membrane	enzyme	 	
-1.368	8.66E-03	Adcy6	 	ADCY6	adenylate cyclase 6	Plasma Membrane	enzyme	 	
-0.108	3.51E-01	Adcy7	 	ADCY7	adenylate cyclase 7	Plasma Membrane	enzyme	 	
-0.276	5.26E-02	Add1	 	ADD1	adducin 1	Cytoplasm	other	 	
-0.644	1.92E-04	Add3	 	ADD3	adducin 3	Cytoplasm	other	 	
-0.241	8.70E-01	Adgrd1	 	ADGRD1	adhesion G protein-coupled receptor D1	Plasma Membrane	G-protein coupled receptor	 	
0.063	6.32E-01	Adgre5	 	ADGRE5	adhesion G protein-coupled receptor E5	Plasma Membrane	G-protein coupled receptor	 	
-1.305	2.17E-01	Adgrg5	 	ADGRG5	adhesion G protein-coupled receptor G5	Plasma Membrane	G-protein coupled receptor	 	
-0.211	4.46E-01	Adgrl1	 	ADGRL1	adhesion G protein-coupled receptor L1	Plasma Membrane	G-protein coupled receptor	 	
0.241	7.30E-01	Adh1	 	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	Cytoplasm	enzyme	fomepizole	
0.252	2.44E-02	Adh5	 	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	Cytoplasm	enzyme	N6022	
0.164	1.13E-01	Adi1	 	ADI1	acireductone dioxygenase 1	Nucleus	enzyme	 	
-0.045	7.66E-01	Adipor1	 	ADIPOR1	adiponectin receptor 1	Plasma Membrane	transmembrane receptor	 	
-0.013	9.54E-01	Adipor2	 	ADIPOR2	adiponectin receptor 2	Plasma Membrane	transmembrane receptor	 	
-0.250	8.78E-02	Adk	 	ADK	adenosine kinase	Nucleus	kinase	adenosine kinase inhibitor, pegintron/ribavirin, PEG-interferon alfa-2a/ribavirin, nitazoxanide/peginterferon alfa-2a/ribavirin, interferon alfacon-1/ribavirin, IFNA2B/ribavirin, ribavirin	
-0.070	8.08E-01	Adnp2	 	ADNP2	ADNP homeobox 2	Nucleus	transcription regulator	 	
0.351	8.87E-02	Ado	 	ADO	2-aminoethanethiol dioxygenase	Cytoplasm	enzyme	 	
0.243	2.94E-01	Adora2a	 	ADORA2A	adenosine A2a receptor	Plasma Membrane	G-protein coupled receptor	adenosine, istradefylline, dyphylline, caffeine/dextromethorphan/losartan/midazolam/omeprazole, EOS100850, aspirin/butalbital/caffeine, acetaminophen/caffeine/dihydrocodeine, acetaminophen/aspirin/caffeine, caffeine/ergotamine, aspirin/caffeine/propoxyphene, aspirin/butalbital/caffeine/codeine, aspirin/caffeine/dihydrocodeine, binodenoson, regadenoson, aspirin/caffeine/phenacetin, preladenant, caffeine/ethanol, SCH-412348, PBF-509, ciforadenant, AZD4635, acetaminophen/butalbital/caffeine, aspirin/caffeine/orphenadrine, clofarabine, acetaminophen/butalbital/caffeine/codeine, etrumadenant, theophylline/tretinoin/valproic acid, theophylline, pentoxifylline, caffeine, theobromine, acetaminophen/caffeine/chlorpheniramine/hydrocodone/phenylephrine	
0.229	3.28E-01	Adpgk	 	ADPGK	ADP dependent glucokinase	Plasma Membrane	kinase	 	
0.074	7.40E-01	Adprh	 	ADPRH	ADP-ribosylarginine hydrolase	Other	enzyme	 	
-0.552	8.39E-04	Adprm	 	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	Cytoplasm	enzyme	 	
-0.716	4.43E-02	Adrb2	 	ADRB2	adrenoceptor beta 2	Plasma Membrane	G-protein coupled receptor	KUL 7211, ritodrine, fluticasone/salmeterol, corticosteroid/salmeterol, bedoradrine, bisoprolol, formoterol/glycopyrrolate, clenbuterol, epinephrine/lidocaine, nebivolol/valsartan, arformoterol, vilanterol, dobutamine, penbutolol, pindolol, bisoprolol/hydrochlorothiazide, indacaterol/mometasone furoate, guanethidine, latanoprost/timolol, salmeterol, dipivefrin, pirbuterol, guanadrel, hydrochlorothiazide/metoprolol, isoxsuprine, bimatoprost/timolol, celiprolol, timolol, hydrochlorothiazide/propranolol, meluadrine, fluticasone furoate/umeclidinium/vilanterol, indacaterol/tiotropium, epinephrine, albuterol/ipratropium, hydrochlorothiazide/timolol, sotalol, myogane, droxidopa, bupivacaine/epinephrine, levalbuterol, norepinephrine, cisplatin/epinephrine, indacaterol, bendroflumethiazide/nadolol, procaterol, epinephrine/methotrexate, nebivolol, carvedilol/enalapril, isoproterenol, glycopyrrolate/indacaterol/mometasone furoate, isoetharine, olodaterol/tiotropium, atenolol, budesonide/formoterol, epinephrine/prilocaine, bitolterol, budesonide/formoterol/glycopyrrolate, articaine/epinephrine, bambuterol, terbutaline, propranolol, carvedilol, arbutamine, esmolol, levobunolol, glycopyrrolate/indacaterol, umeclidinium/vilanterol, nadolol, olodaterol, fluticasone furoate/vilanterol, fluoxetine/olanzapine, dorzolamide/timolol, metoprolol, metaproterenol, formoterol/mometasone furoate, labetalol, alprenolol, formoterol, fenoterol, dexamethasone/olanzapine, carteolol, albuterol, ephedrine, beclomethasone dipropionate/formoterol/glycopyrrolate, olanzapine, betaxolol, aclidinium/formoterol, timolol/travoprost	
0.122	3.71E-01	Adrm1	 	ADRM1	adhesion regulating molecule 1	Plasma Membrane	other	 	
0.339	8.00E-03	Adsl	 	ADSL	adenylosuccinate lyase	Cytoplasm	enzyme	 	
0.321	3.92E-02	Adss	 	ADSS2	adenylosuccinate synthase 2	Cytoplasm	enzyme	alanosine, adenylosuccinate synthetase inhibitor	
-0.235	1.66E-01	Aebp2	 	AEBP2	AE binding protein 2	Nucleus	transcription regulator	 	
0.382	6.88E-02	Aen	 	AEN	apoptosis enhancing nuclease	Nucleus	enzyme	 	
-0.739	1.32E-02	Afap1	 	AFAP1	actin filament associated protein 1	Cytoplasm	other	 	
-0.099	4.54E-01	Aff1	 	AFF1	AF4/FMR2 family member 1	Nucleus	transcription regulator	 	
-0.107	5.37E-01	Aff3	 	AFF3	AF4/FMR2 family member 3	Nucleus	transcription regulator	 	
-0.167	4.91E-01	Aff4	 	AFF4	AF4/FMR2 family member 4	Nucleus	transcription regulator	 	
0.130	2.22E-01	Afg3l1	 	Afg3l1	AFG3-like AAA ATPase 1	Cytoplasm	peptidase	 	
0.086	8.05E-01	Afg3l2	 	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	Cytoplasm	peptidase	 	
-0.111	7.14E-01	Afmid	 	AFMID	arylformamidase	Nucleus	enzyme	 	
-0.683	3.15E-02	Afp	 	AFP	alpha fetoprotein	Extracellular Space	transporter	 	
-0.069	5.89E-01	Aftph	 	AFTPH	aftiphilin	Cytoplasm	other	 	
-0.117	4.90E-01	Aga	 	AGA	aspartylglucosaminidase	Cytoplasm	enzyme	 	
-0.597	3.26E-03	Agap2	 	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	Nucleus	enzyme	 	
0.166	6.58E-01	Agap3	 	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	Nucleus	transcription regulator	 	
-0.322	9.44E-02	Agbl5	 	AGBL5	AGBL carboxypeptidase 5	Cytoplasm	peptidase	 	
1.028	3.18E-01	Ager	 	AGER	advanced glycosylation end-product specific receptor	Plasma Membrane	transmembrane receptor	dociparstat	
0.414	3.84E-02	Agfg1	 	AGFG1	ArfGAP with FG repeats 1	Nucleus	other	 	
-0.416	1.60E-02	Agfg2	 	AGFG2	ArfGAP with FG repeats 2	Other	other	 	
-0.067	8.79E-01	Aggf1	 	AGGF1	angiogenic factor with G-patch and FHA domains 1	Cytoplasm	other	 	
0.050	8.23E-01	Agk	 	AGK	acylglycerol kinase	Cytoplasm	kinase	SM1-71	
0.130	7.56E-01	Agl	 	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	Cytoplasm	enzyme	 	
0.160	4.52E-01	Ago1	 	AGO1	argonaute RISC component 1	Cytoplasm	translation regulator	 	
0.173	2.40E-01	Ago2	 	AGO2	argonaute RISC catalytic component 2	Cytoplasm	translation regulator	 	
-0.040	9.25E-01	Ago3	 	AGO3	argonaute RISC catalytic component 3	Cytoplasm	translation regulator	 	
0.160	3.11E-01	Agpat1	 	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	Cytoplasm	enzyme	 	
0.151	6.30E-01	Agpat2	 	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	Cytoplasm	enzyme	 	
-0.178	1.21E-01	Agpat3	 	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	Cytoplasm	enzyme	 	
0.068	8.84E-01	Agpat4	 	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	Cytoplasm	enzyme	 	
0.424	1.64E-02	Agpat5	 	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	Cytoplasm	enzyme	 	
0.094	7.97E-01	Agps	 	AGPS	alkylglycerone phosphate synthase	Cytoplasm	enzyme	 	
-0.003	9.96E-01	Agrn	 	AGRN	agrin	Plasma Membrane	other	 	
-0.326	1.59E-01	Agtpbp1	 	AGTPBP1	ATP/GTP binding carboxypeptidase 1	Nucleus	peptidase	 	
-0.271	1.20E-01	Agtrap	 	AGTRAP	angiotensin II receptor associated protein	Plasma Membrane	G-protein coupled receptor	 	
0.081	7.15E-01	Ahctf1	 	AHCTF1	AT-hook containing transcription factor 1	Nucleus	transcription regulator	 	
0.239	2.94E-01	Ahcy	 	AHCY	adenosylhomocysteinase	Cytoplasm	enzyme	9-(2',3'-dihydroxycyclopent-4'-enyl)adenine, 3-deazaneplanocin, neplanocin A, 3-deazaaristeromycin, cyanovirin-N, 6'-C-methylneplanocin A	
0.019	9.42E-01	Ahcyl1	 	AHCYL1	adenosylhomocysteinase like 1	Cytoplasm	enzyme	 	
0.117	6.38E-01	Ahcyl2	 	AHCYL2	adenosylhomocysteinase like 2	Other	enzyme	 	
0.538	1.55E-01	Ahdc1	 	AHDC1	AT-hook DNA binding motif containing 1	Other	other	 	
-0.021	9.52E-01	Ahi1	 	AHI1	Abelson helper integration site 1	Cytoplasm	other	 	
-0.539	4.49E-03	Ahnak	 	AHNAK	AHNAK nucleoprotein	Nucleus	other	 	
1.060	1.58E-03	Ahr	 	AHR	aryl hydrocarbon receptor	Nucleus	ligand-dependent nuclear receptor	KYN-175, BAY2416964	
0.255	3.66E-02	Ahsa1	 	AHSA1	activator of HSP90 ATPase activity 1	Cytoplasm	other	 	
0.113	5.66E-01	Ahsa2	 	Ahsa2	AHA1, activator of heat shock protein ATPase 2	Other	other	 	
-0.294	6.43E-02	AI413582	 	AI413582	 	Other	other	 	
0.062	9.16E-01	AI450353	 	AI450353	expressed sequence AI450353	Other	other	 	
-0.098	6.55E-01	AI504432	 	AI504432	expressed sequence AI504432	Other	other	 	
0.681	4.53E-02	AI506816	 	AI506816	expressed sequence AI506816	Other	other	 	
0.068	6.83E-01	AI662270	 	AI662270	expressed sequence AI662270	Other	other	 	
-0.772	2.87E-01	AI847159	 	AI847159	expressed sequence AI847159	Other	other	 	
-0.076	8.97E-01	AI854703	 	AI854703	expressed sequence AI854703	Other	other	 	
0.337	1.01E-01	Zfp930	D	AI987944 (includes others)	expressed sequence AI987944	Other	other	 	
0.248	5.49E-01	Zfp934	D	AI987944 (includes others)	expressed sequence AI987944	Other	other	 	
-0.090	7.10E-01	Zfp935	D	AI987944 (includes others)	expressed sequence AI987944	Other	other	 	
0.089	7.36E-01	AI987944	D	AI987944 (includes others)	expressed sequence AI987944	Other	other	 	
-0.099	8.07E-01	Gm20939	D	AI987944 (includes others)	expressed sequence AI987944	Other	other	 	
0.010	9.73E-01	Zfp825	D	AI987944 (includes others)	expressed sequence AI987944	Other	other	 	
-0.032	8.88E-01	Aida	 	AIDA	axin interactor, dorsalization associated	Cytoplasm	other	 	
0.115	4.24E-01	Aifm1	 	AIFM1	apoptosis inducing factor mitochondria associated 1	Cytoplasm	enzyme	 	
-0.193	5.63E-01	Aig1	 	AIG1	androgen induced 1	Other	enzyme	 	
0.194	1.62E-01	Aim2	 	AIM2	absent in melanoma 2	Cytoplasm	other	 	
0.198	1.60E-01	Aimp1	 	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	Extracellular Space	cytokine	 	
0.528	2.69E-03	Aimp2	 	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	Plasma Membrane	other	 	
-0.107	3.27E-01	Aip	 	AIP	aryl hydrocarbon receptor interacting protein	Nucleus	transcription regulator	 	
2.311	1.22E-03	Ajuba	 	AJUBA	ajuba LIM protein	Nucleus	transcription regulator	 	
0.339	1.54E-02	Ak2	 	AK2	adenylate kinase 2	Cytoplasm	kinase	 	
0.110	5.04E-01	Ak3	 	AK3	adenylate kinase 3	Cytoplasm	kinase	 	
0.401	2.31E-02	Ak6	 	AK6	adenylate kinase 6	Nucleus	kinase	 	
0.534	2.78E-01	Akap1	 	AKAP1	A-kinase anchoring protein 1	Cytoplasm	other	 	
