NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_DN	124	17		
GSE14413_UNSTIM_VS_IFNB_STIM_NIH3T3_CELLS_DN	137	115		
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN	118	41		
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_UP	124	51		
GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_DN	137	32		
GSE13887_HEALTHY_VS_LUPUS_RESTING_CD4_TCELL_DN	126	75		
GSE13887_RESTING_VS_ACT_CD4_TCELL_UP	106	31		
GSE13887_RESTING_VS_NO_TREATED_CD4_TCELL_DN	113	65		
GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_UP	129	15		
GSE13887_RESTING_VS_ACT_CD4_TCELL_DN	131	85		
GSE13887_RESTING_VS_NO_TREATED_CD4_TCELL_UP	139	30		
GSE13887_HEALTHY_VS_LUPUS_RESTING_CD4_TCELL_UP	116	51		
GSE13762_CTRL_VS_125_VITAMIND_DAY5_DC_DN	134	52		
GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_UP	148	86		
GSE13762_CTRL_VS_125_VITAMIND_DAY5_DC_UP	136	34		
GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN	134	56		
GSE13522_WT_VS_IFNG_KO_SKIN_DN	126	41		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_UP	138	96		
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_UP	147	67		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_DN	140	71		
GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP	129	21		
GSE13522_CTRL_VS_T_CRUZI_G_STRAIN_INF_SKIN_DN	138	76		
GSE13522_WT_VS_IFNG_KO_SKIN_UP	138	22		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP	157	125		
GSE13522_WT_VS_IFNG_KO_SKING_T_CRUZI_Y_STRAIN_INF_DN	127	73		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_UP	135	37		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN	200	114		
GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_DN	199	102		
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN	199	88		
GSE13522_CTRL_VS_T_CRUZI_G_STRAIN_INF_SKIN_UP	198	140		
GSE13522_WT_VS_IFNAR_KO_SKIN_DN	177	144		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_DN	139	88		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	200	157		
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_DN	200	175		
GSE13522_WT_VS_IFNAR_KO_SKIN_UP	200	151		
GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP	200	155		
GSE14699_NAIVE_VS_ACT_CD8_TCELL_UP	199	166		
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN	200	160		
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP	152	125		
GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_DN	186	158		
GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN	175	161		
GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP	180	149		
GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_DN	170	148		
GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP	178	137		
GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	172	136		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN	181	146		
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_UP	171	136		
GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN	178	138		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP	172	145		
GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN	178	151		
GSE14415_FOXP3_KO_NATURAL_TREG_VS_TCONV_DN	173	152		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP	174	124		
GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_UP	185	177		
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_DN	144	76		
GSE14415_INDUCED_TREG_VS_TCONV_UP	179	162		
GSE14415_INDUCED_TREG_VS_TCONV_DN	164	138		
GSE14415_NATURAL_TREG_VS_TCONV_DN	180	146		
GSE14415_ACT_VS_CTRL_NATURAL_TREG_DN	168	147		
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_UP	172	149		
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_UP	152	100		
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN	185	162		
GSE14415_INDUCED_VS_NATURAL_TREG_UP	149	118		
GSE14415_INDUCED_VS_NATURAL_TREG_DN	181	152		
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_DN	165	106		
GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP	183	147		
GSE14415_NATURAL_TREG_VS_TCONV_UP	157	130		
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_UP	143	42		
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	158	117		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN	179	155		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	175	126		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN	184	165		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN	158	117		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	187	165		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_DN	160	136		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_UP	147	25		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_DN	171	149		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_DN	167	85		
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP	182	157		
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP	181	159		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_UP	166	138		
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN	174	144		
GSE13547_WT_VS_ZFX_KO_BCELL_UP	162	126		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_UP	165	142		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_UP	152	82		
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_DN	162	135		
GSE13547_WT_VS_ZFX_KO_BCELL_DN	177	148		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	162	146		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	181	151		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	168	144		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	178	150		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	166	140		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	178	142		
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_UP	200	113		
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN	200	167		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	199	129		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP	200	148		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	200	138		
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP	200	168		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	199	132		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	200	162		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	200	162		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	158		
GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	200	168		
GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	150		
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	200	167		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	199	149		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_DN	198	156		
GSE15330_WT_VS_IKAROS_KO_HSC_DN	199	155		
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP	200	173		
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	200	153		
GSE15330_WT_VS_IKAROS_KO_HSC_UP	200	160		
GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_UP	199	166		
GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_DN	200	155		
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	200	167		
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	200	148		
GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_DN	199	162		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	198	170		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	200	158		
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_UP	198	150		
GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_UP	200	155		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	154		
GSE15330_HSC_VS_PRO_BCELL_UP	200	172		
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_DN	200	158		
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	200	170		
GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	200	155		
GSE15330_HSC_VS_PRO_BCELL_DN	200	160		
GSE12198_LOW_IL2_STIM_NK_CELL_VS_HIGH_IL2_STIM_NK_CELL_UP	200	163		
GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_DN	200	163		
GSE12198_LOW_IL2_STIM_NK_CELL_VS_HIGH_IL2_STIM_NK_CELL_DN	200	101		
GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_UP	199	106		
GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_DN	200	146		
GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_UP	200	140		
GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_UP	200	158		
GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_DN	200	160		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN	200	163		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP	200	160		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_DN	200	162		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_DN	200	171		
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP	200	147		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_UP	200	163		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP	200	155		
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_DN	200	135		
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN	199	173		
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_UP	200	149		
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_DN	175	145		
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP	175	154		
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	171	143		
GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_DN	163	140		
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_DN	147	113		
GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	133	78		
GSE15624_CTRL_VS_3H_HALOFUGINONE_TREATED_CD4_TCELL_DN	171	130		
GSE15624_CTRL_VS_3H_HALOFUGINONE_TREATED_CD4_TCELL_UP	160	140		
GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_UP	199	150		
GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN	199	134		
GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_UP	195	131		
GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN	197	122		
GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	186	45		
GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN	196	129		
GSE9960_HEALTHY_VS_SEPSIS_PBMC_UP	195	109		
GSE9960_HEALTHY_VS_SEPSIS_PBMC_DN	185	67		
GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP	198	125		
GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_DN	199	141		
GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	190	81		
GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN	199	138		
GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	200	169		
GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN	200	114		
GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_DN	200	152		
GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_UP	200	144		
GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN	200	113		
GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_UP	200	162		
GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_DN	198	131		
GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_UP	199	146		
GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_DN	200	157		
GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_DN	200	86		
GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP	200	141		
GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_UP	200	155		
GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_DN	200	151		
GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP	200	157		
GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_UP	200	150		
GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN	200	178		
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_UP	199	154		
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_DN	200	171		
GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP	199	175		
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_DN	200	138		
GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_DN	200	155		
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_UP	200	152		
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_DN	200	154		
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP	198	178		
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	200	150		
GSE17186_MEMORY_VS_NAIVE_BCELL_UP	200	152		
GSE17186_MEMORY_VS_NAIVE_BCELL_DN	200	144		
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP	200	165		
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	200	146		
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_UP	200	178		
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_DN	200	145		
GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN	200	158		
GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_UP	200	152		
GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_DN	199	152		
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP	200	169		
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN	199	170		
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	200	157		
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_DN	199	154		
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP	200	157		
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_DN	200	168		
GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_UP	200	153		
GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_UP	199	180		
GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_DN	200	143		
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_DN	200	172		
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	200	129		
GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	198	111		
GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	200	183		
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_UP	200	171		
GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP	200	127		
GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_DN	200	172		
GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN	200	164		
GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP	199	89		
GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP	200	178		
GSE16266_CTRL_VS_LPS_STIM_MEF_DN	200	73		
GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN	198	152		
GSE16266_CTRL_VS_LPS_STIM_MEF_UP	198	147		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_UP	200	139		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	199	131		
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP	188	44		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP	194	63		
GSE19198_6H_VS_24H_IL21_TREATED_TCELL_UP	199	105		
GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN	198	122		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_DN	198	135		
GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN	200	117		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN	200	145		
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_DN	200	140		
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_UP	200	123		
GSE19198_1H_VS_24H_IL21_TREATED_TCELL_UP	200	124		
GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_UP	200	142		
GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_DN	200	138		
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	196	42		
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_DN	200	133		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN	197	64		
GSE18281_CORTEX_VS_MEDULLA_THYMUS_UP	193	117		
GSE18281_CORTEX_VS_MEDULLA_THYMUS_DN	196	109		
GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_UP	192	122		
GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_UP	196	118		
GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_DN	197	125		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP	200	128		
GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP	199	133		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP	199	130		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN	196	69		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP	200	126		
GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_DN	196	66		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP	199	114		
GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN	199	103		
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	198	92		
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	195	73		
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP	196	82		
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_DN	199	116		
GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	189	52		
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN	198	115		
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP	200	110		
GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	200	153		
GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP	200	162		
GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	200	156		
GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP	200	178		
GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP	199	145		
GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP	200	166		
GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_DN	200	157		
GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_DN	199	161		
GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_UP	200	96		
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_DN	200	111		
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_UP	200	155		
GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP	200	93		
GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_DN	200	166		
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_DN	194	93		
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP	194	118		
GSE18893_TCONV_VS_TREG_24H_CULTURE_DN	200	150		
GSE18893_TCONV_VS_TREG_24H_CULTURE_UP	200	139		
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_DN	199	141		
GSE18893_TCONV_VS_TREG_2H_CULTURE_DN	200	160		
GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP	200	162		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_UP	200	154		
GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_DN	200	132		
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP	200	115		
GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_UP	200	113		
GSE18893_TCONV_VS_TREG_2H_CULTURE_UP	200	148		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN	200	163		
GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_DN	200	108		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_UP	200	152		
GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_DN	200	123		
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN	194	127		
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	200	179		
GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_DN	195	130		
GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_UP	200	158		
GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP	194	146		
GSE19888_ADENOSINE_A3R_ACT_VS_A3R_ACT_WITH_A3R_INH_PRETREATMENT_IN_MAST_CELL_UP	196	154		
GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_IN_MAST_CELL_DN	190	126		
GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_AND_A3R_INH_PRETREAT_IN_MAST_CELL_UP	193	99		
