"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"4931"	"Kif14"	10032	3.01528823290621	4.26173710807381	195.518965845267	9.40234527689834e-10	7.45433824840292e-08
"7317"	"Prc1"	3584	2.71395455824488	6.68166171153655	196.302522184869	9.15332288293446e-10	7.45433824840292e-08
"9567"	"Tipin"	2288	1.85244711041655	7.32435835777513	195.710375867056	9.34080806279017e-10	7.45433824840292e-08
"5417"	"Mad1l1"	36091	1.42128337226686	5.45333574526703	195.530867054687	9.39850566611882e-10	7.45433824840292e-08
"4311"	"Haus5"	2195	1.76145284064023	5.83586083292987	194.725675217061	9.66235669264223e-10	7.5829033771263e-08
"9324"	"Tagap"	3081	-1.75643391808398	6.46092707931299	194.615179705902	9.69921910025037e-10	7.5829033771263e-08
"3260"	"Fen1"	2601	2.270122422522	7.67887687820485	193.896732041564	9.94284613767602e-10	7.71976288399701e-08
"10746"	"Ypel3"	1192	-2.27970028437008	7.46515460358587	193.466305261735	1.00921423733339e-09	7.78200950952008e-08
"926"	"Atad2"	6253	1.82842674295525	7.24110711300125	193.220632148569	1.01784999857091e-09	7.79520767613014e-08
"7153"	"Pole2"	2355	2.59817752316746	4.41473653768324	193.006661095554	1.02544004266571e-09	7.80027297319634e-08
"10213"	"Tubb4b"	1600	2.35694182215392	8.67251556975684	191.962751119767	1.06340728311995e-09	8.03479140494258e-08
"4270"	"H3c11"	483	2.90301546965848	3.80470779174348	191.173859628945	1.09316351828096e-09	8.19690511182053e-08
"5242"	"Lig1"	3656	2.83462892698943	7.81707612314657	191.010972112008	1.09942500611556e-09	8.19690511182053e-08
"7461"	"Psmd1"	3256	1.3846617995697	8.08237453450796	189.184072654092	1.17252524475508e-09	8.62764000356384e-08
"7838"	"Reep4"	1803	1.32375497891851	6.06165578614935	189.347287830301	1.16577388711365e-09	8.62764000356384e-08
"3802"	"Gm3636"	5353	-3.27770199448616	3.44482033576103	187.767037046984	1.23305076758881e-09	8.64728692943575e-08
"5563"	"Mcm3"	3035	2.86878162699558	8.51930311242361	187.199319052728	1.25829260470781e-09	8.64728692943575e-08
