"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"4924"	"Lsm14a"	2723	-0.641614296718249	7.15170280009758	50.65005546128	4.40618372117046e-06	0.00170266791927546
"6552"	"Plbd2"	3595	-0.560308159101463	5.52742464260126	51.6426663956948	3.94339695379513e-06	0.00170266791927546
"7000"	"Ptges2"	1952	-1.31234167013226	4.65911811746798	49.9165118217322	4.78808038404433e-06	0.00173526637366572
"6520"	"Pitpna"	3716	-1.11914169710746	7.93756537835264	48.3294125151228	5.75076067195554e-06	0.00201468315540843
"5867"	"Nkg7"	813	1.90910824123268	3.68000365633422	47.7002052133365	6.19211752829364e-06	0.0020902746043259
"2787"	"Edem1"	5858	-0.833712041647268	7.54827373121652	47.2467514567235	6.53415911974182e-06	0.0020902746043259
"466"	"Acp5"	1616	-0.527788827300208	6.90322338759574	47.2095230509377	6.56318381948188e-06	0.0020902746043259
"2747"	"E130309D02Rik"	2343	-1.20458063113096	5.08100131410456	46.2922895663968	7.32687296967257e-06	0.00212452324040021
"5094"	"Matk"	2327	-1.0547762435965	4.53772674413079	46.4953449259355	7.14944808202351e-06	0.00212452324040021
"1607"	"Ccni"	2804	-0.82465431368591	7.71035282104017	46.8179669562123	6.87752141828587e-06	0.00212452324040021
"5073"	"March2"	3966	-0.499856221457972	6.24311350581859	46.1222759144715	7.4792920927505e-06	0.00212452324040021
"6341"	"Peli1"	3485	-1.29638035695868	6.65274033947222	43.8012490029486	9.96718026689129e-06	0.002159137245067
"6755"	"Ppp1cc"	2379	-1.08479383984252	7.39128131351745	43.9954633717724	9.72620472317505e-06	0.002159137245067
"2629"	"Dnttip1"	1244	-1.02331420244346	5.36451165033115	45.5097531926164	8.05917162701887e-06	0.002159137245067
"447"	"Acbd6"	1942	-0.959664161598703	5.11620225352032	43.7228425868115	1.00663867752886e-05	0.002159137245067
"906"	"Arl2bp"	2235	-0.943275727918672	6.9114206814058	44.7591472074072	8.84090826657816e-06	0.002159137245067
"4445"	"Irf8"	3433	0.878805666289752	6.09725458436699	44.1790265468382	9.50452992285454e-06	0.002159137245067
"5267"	"Micu2"	2310	-0.87396961543746	6.67538136678147	45.1646036470659	8.40841341654114e-06	0.002159137245067
"3768"	"Golph3"	2608	-0.825453001579786	7.25207552374928	45.66228144769	7.91012255724437e-06	0.002159137245067
"3756"	"Gnptab"	5204	-0.77510025166578	5.58911689287012	44.0301529756158	9.68386520465453e-06	0.002159137245067
"9534"	"Txndc11"	2977	-0.738193071170034	5.54696584023736	44.1453827836601	9.54472436822628e-06	0.002159137245067
"4818"	"Limd2"	2950	-0.614136226571283	10.473865291781	44.7978208694804	8.79858005853459e-06	0.002159137245067
